Product ID,Product Name,Website,Headquarters,Supported Platforms,Free Trial,Self Signup,Pricing Available,Has Freemium,Pricing Tier,Plan Name,Monthly Price,Yearly Price
scalefusion,Scalefusion,https://scalefusion.com/,India,Android; ChromeOS; Fire OS; Linux; Windows; iOS; macOS,true,false,true,false,affordable,Enterprise,,72
screen-canvas,Screen Canvas,https://www.screencanvas.app/,USA,tvOS,false,false,true,false,,Pro,,
screen2b,screen2b,https://screen2b.ru/,Russia,Web Browser,false,false,true,true,affordable,Free (1 Screen),0,0
screen2b,screen2b,https://screen2b.ru/,Russia,Web Browser,false,false,true,true,affordable,Stationary,4.5,
screen2b,screen2b,https://screen2b.ru/,Russia,Web Browser,false,false,true,true,affordable,Transport,6.4,
screencloud,ScreenCloud,https://screencloud.com/,USA,Amazon Signage; Android; ChromeOS; Fire OS; Tizen; Web Browser; Windows; macOS; webOS,true,true,true,false,midRange,Core,24,240
screenfeed,Screenfeed,https://www.screenfeed.com/,USA,Web Browser,false,true,true,false,,,,
screenfluence,Screenfluence,https://www.screenfluence.com/,Canada,,true,true,true,false,premium,1 - 9 Players,30,324
screenly,Screenly,https://www.screenly.io/,USA,Screenly Player; Web Browser,true,true,true,false,affordable,Starter,13,132
screenmanager,ScreenManager,https://screenmanager.tech/,Czechia,Android; ChromeOS; Fire OS; Linux; Tizen; Web Browser; Windows; webOS,true,true,true,false,affordable,Business,8,72
sdbcomplex,СДБ Комплекс,http://www.sdbcomplex.ru/,Russia,Windows,false,false,true,false,,,,
sign-presenter,Sign Presenter,https://www.signpresenter.com/,USA,Android; Fire OS,true,true,true,false,affordable,Per screen,10,
signage-rocket,Signage Rocket,https://signagerocket.com/,,BrightSign; ChromeOS; Tizen; Windows; webOS,true,true,true,false,midRange,All-inclusive,25,249
signagelive,Signagelive,https://signagelive.com/,United Kingdom,Amazon Signage; BrightSign; ChromeOS; ClickShare; Tizen; Windows; webOS,true,false,true,false,midRange,Standard license,,270
signageos,signageOS,https://www.signageos.io/,Czechia,Android; BrightSign; ChromeOS; Fire OS; Linux; Windows; webOS,true,true,true,false,affordable,Basic,3,
signagetube,SignageTube,https://signagetube.com/,Belgium,Android; Fire OS; Windows; tvOS,true,true,true,false,midRange,Premium,19,168
signao,Signao,https://signao.webflow.io/,France,Android; Fire OS; Tizen; Windows; webOS,false,false,true,false,affordable,Virtuo,5,
signao,Signao,https://signao.webflow.io/,France,Android; Fire OS; Tizen; Windows; webOS,false,false,true,false,affordable,Initio,10,
signao,Signao,https://signao.webflow.io/,France,Android; Fire OS; Tizen; Windows; webOS,false,false,true,false,affordable,Pro,21,
signao,Signao,https://signao.webflow.io/,France,Android; Fire OS; Tizen; Windows; webOS,false,false,true,false,affordable,Pro+,33,
signcast,SignCast,https://signcast.ca/,Canada,Android; ChromeOS; Fire OS; Windows,true,false,true,false,midRange,Studio,,216
signmate,SignMate,https://www.signmate.co/,Thailand,Android; Fire OS; Web Browser; Windows,true,true,true,false,affordable,Standard,,109
signmate,SignMate,https://www.signmate.co/,Thailand,Android; Fire OS; Web Browser; Windows,true,true,true,false,affordable,Premium,,182
signmenu,SignMenu,https://www.signmenu.com/,USA,,true,true,true,true,premium,Basic,,0
signmenu,SignMenu,https://www.signmenu.com/,USA,,true,true,true,true,premium,Standard,,499
simplesignage,Simple Signage,https://www.simplesignage.app/,USA,tvOS,true,false,true,false,midRange,Site License,,250
sippo,Sippo,https://sippo.io/,Canada,Android; Fire OS,true,true,true,false,affordable,Starter,12,96
sippo,Sippo,https://sippo.io/,Canada,Android; Fire OS,true,true,true,false,affordable,Professional,24,192
sippo,Sippo,https://sippo.io/,Canada,Android; Fire OS,true,true,true,false,affordable,Business Plus,,384
sitekiosk,SiteKiosk,https://www.sitekiosk.com/,USA,Android; Fire OS; Web Browser; Windows,true,true,true,false,midRange,Online Cloud,,272.46
sklera,Sklera,https://sklera.tv/en,Austria,Amazon Signage; Android; ChromeOS; Fire OS; Linux; Tizen; Windows; webOS,true,false,true,false,affordable,Sklera Basic,,120
sklera,Sklera,https://sklera.tv/en,Austria,Amazon Signage; Android; ChromeOS; Fire OS; Linux; Tizen; Windows; webOS,true,false,true,false,affordable,Sklera Standard,,230
sklera,Sklera,https://sklera.tv/en,Austria,Amazon Signage; Android; ChromeOS; Fire OS; Linux; Tizen; Windows; webOS,true,false,true,false,affordable,Sklera Professional,,360
skoop,Skoop,https://www.skoopsignage.com/,USA,Amazon Signage; Android; BrightSign; ChromeOS; Fire OS; Linux; NovaStar; Windows; iOS; webOS,true,true,true,true,midRange,Lite,0,0
skoop,Skoop,https://www.skoopsignage.com/,USA,Amazon Signage; Android; BrightSign; ChromeOS; Fire OS; Linux; NovaStar; Windows; iOS; webOS,true,true,true,true,midRange,Essentials,20,216
skykit,Skykit Beam,https://www.skykit.com/,USA,Android; Fire OS; Skykit Media Player,true,true,true,false,midRange,Base,16.5,
slideshow,Slideshow,https://slideshow.digital/,Slovakia,Android; Fire OS,true,false,true,true,,App,0,0
smart-prospective,Smart Prospective,https://smartprospective.com/,France,,false,true,true,false,premium,Cloud,56.26,
smartersign,SmarterSign,https://smartersign.com/,USA,,true,true,true,false,premium,Small Business,30,
smartinfo,SmartInfo,https://ms34.ru/production/programma-dlya-upravleniya-informatsionnymi-ekranami/,Russia,,false,false,true,false,,,,
smartsign2go,SmartSign2Go,https://smartsign2go.com/,USA,Android; Fire OS; Linux; Web Browser; Windows; iOS; macOS,true,false,true,false,midRange,Essentials,23.5,
smartsign2go,SmartSign2Go,https://smartsign2go.com/,USA,Android; Fire OS; Linux; Web Browser; Windows; iOS; macOS,true,false,true,false,midRange,Advantage,32,
smartsign2go,SmartSign2Go,https://smartsign2go.com/,USA,Android; Fire OS; Linux; Web Browser; Windows; iOS; macOS,true,false,true,false,midRange,Enterprise,43,
smilcontrol,SmilControl,https://smil-control.com/software/cms/,Germany,Android; Fire OS; Linux; Windows; macOS,true,true,true,false,affordable,Sample Offer,5.7,
spectroo,Spectroo,https://spectroo.eu/?lang=en,Romania,Android; Fire OS; Linux; Raspberry Pi; Windows,true,false,true,false,midRange,Standard: 1-29 screens,20,
splashtiles,SplashTiles,https://splash-tiles.com/,USA,Android; Fire OS; Raspberry Pi,true,true,true,true,affordable,Lite,,25
squizz,Squizz,https://squizz.tv/,USA,Android; Fire OS,true,true,true,false,affordable,Individual,4.99,49.99
strandvision,StrandVision,https://www.strandvision.com/digital_signage_overview.html,USA,Linux; Windows; macOS,true,true,true,false,affordable,PowerPoint,10,120
strandvision,StrandVision,https://www.strandvision.com/digital_signage_overview.html,USA,Linux; Windows; macOS,true,true,true,false,affordable,Basic,41.6,499.99
studiopro,StudioPro,https://www.videoteldigital.com/pages/studioweb-and-studiopro-cloud-based-software-subscription-based,USA,Windows; macOS,false,false,true,false,affordable,Per screen,10,
studioweb,StudioWeb,https://www.videoteldigital.com/pages/studioweb-and-studiopro-cloud-based-software-subscription-based,USA,Web Browser,false,false,true,false,affordable,Per screen,10,
superbolt,Superbolt,https://superbolt.com.au/,Australia,,true,true,true,false,affordable,SMB,,149
surevideo,SureVideo,https://www.42gears.com/products/digital-signage/,USA,Android; Fire OS; Windows; iOS,true,false,true,false,affordable,Android Cloud,4.99,
surevideo,SureVideo,https://www.42gears.com/products/digital-signage/,USA,Android; Fire OS; Windows; iOS,true,false,true,false,affordable,iOS or Windows Single License,,29.99
tdm-signage,TDM Signage,https://tdmsignage.com/?lang=en,Netherlands,Android; Fire OS; Tizen; Windows; webOS,true,true,true,false,midRange, Essential,,190
tdm-signage,TDM Signage,https://tdmsignage.com/?lang=en,Netherlands,Android; Fire OS; Tizen; Windows; webOS,true,true,true,false,midRange,Small Business,,285
tdm-signage,TDM Signage,https://tdmsignage.com/?lang=en,Netherlands,Android; Fire OS; Tizen; Windows; webOS,true,true,true,false,midRange,Enterprise,,339
telemetrytv,TelemetryTV,https://www.telemetrytv.com/,Canada,Android; ChromeOS; Fire OS; Linux; Web Browser; Windows; iOS; macOS; webOS,true,true,true,false,affordable,Entry,9,96
teos,SONY TEOS,https://teos.solutions/,Japan,Android; Fire OS; Web Browser; Windows; iOS; macOS,true,false,true,true,premium,Advanced,95,1195
trilbytv,TrilbyTV,https://www.trilbytv.co.uk/,United Kingdom,Android; ChromeOS; Fire OS; Windows; iOS; macOS; tvOS,true,true,true,false,midRange,Per screen,,267
trilbytv,TrilbyTV,https://www.trilbytv.co.uk/,United Kingdom,Android; ChromeOS; Fire OS; Windows; iOS; macOS; tvOS,true,true,true,false,midRange,Unlimited screen,,2406
troudigital,TrouDigital,https://troudigital.com/,United Kingdom,Android; Fire OS; Windows,true,false,true,false,midRange,Essential,21.3,
trudigital,truDigital,https://www.trudigital.com/,USA,Web Browser; Windows; macOS,false,false,true,false,premium,Basic,29,
trudigital,truDigital,https://www.trudigital.com/,USA,Web Browser; Windows; macOS,false,false,true,false,premium,Pro,49,
tvque,TVQue,https://www.tvque.com/,Unknown,Android; Fire OS; Roku OS; Web Browser,true,true,true,true,affordable,Business,7,
tvque,TVQue,https://www.tvque.com/,Unknown,Android; Fire OS; Roku OS; Web Browser,true,true,true,true,affordable,Company,10,
tvque,TVQue,https://www.tvque.com/,Unknown,Android; Fire OS; Roku OS; Web Browser,true,true,true,true,affordable,Enterprise,15,
upshow,UPshow,https://www.upshow.tv/,USA,ChromeOS,true,true,true,false,premium,Starter,50,
usb-slideshow,USB Slideshow,https://deepakpk.com/usbslideshow,India,Android; Fire OS,false,true,true,true,affordable,Subscription,5,25
valotalive,Valotalive,https://valota.live/,Finland,ChromeOS; Tizen; Windows,true,true,true,false,affordable,Starter,10.31,92
vibe-fyi,Vibe.fyi,https://www.vibe.fyi/,New Zealand,Android; Fire OS; Linux; Tizen; Web Browser; Windows; webOS,true,false,false,true,,Lite,0,0
viewneo,viewneo,https://www.viewneo.com/,Germany,Android; Fire OS; Windows; iOS,true,true,true,false,midRange,viewneo Professional,21,
visionbox,Visionbox,https://visionbox.it/en/,Italy,Web Browser; Windows,true,true,true,true,affordable,Free,0,0
visionbox,Visionbox,https://visionbox.it/en/,Italy,Web Browser; Windows,true,true,true,true,affordable,Plus,,17
visionboxone,VisionboxOne,https://visionbox.it/en/visionbox-one/,Italy,Tizen; Web Browser; Windows; webOS,true,true,true,true,affordable,Free,0,0
visionboxone,VisionboxOne,https://visionbox.it/en/visionbox-one/,Italy,Tizen; Web Browser; Windows; webOS,true,true,true,true,affordable,Plus,14.07,112.53
visionboxpro,VisionboxPro,https://visionbox.it/en/visionbox-pro/,Italy,,false,false,true,false,premium,Business,46.89,
visionect,Visionect,https://www.visionect.com/software/,Slovenia,Linux; Raspberry Pi; Tizen; Windows; macOS; webOS,true,false,true,false,affordable,Essential,,60
visionect,Visionect,https://www.visionect.com/software/,Slovenia,Linux; Raspberry Pi; Tizen; Windows; macOS; webOS,true,false,true,false,affordable,Cloud,,108
vuepilot,VuePilot,https://www.vuepilot.com/,Australia,Linux; Raspberry Pi; Windows; macOS,true,true,true,false,affordable,Monthly or Annual license,10,96
wallboard,Wallboard,https://www.wallboard.us/,USA,Android; BrightSign; Fire OS; Tizen; Windows; webOS,false,false,true,false,premium,Professional,25,
wallboard,Wallboard,https://www.wallboard.us/,USA,Android; BrightSign; Fire OS; Tizen; Windows; webOS,false,false,true,false,premium,Premium,30,
wauly,Wauly,https://wauly.com/,India,Android; Fire OS; Tizen; Windows; webOS,false,false,true,false,affordable,Professional,10,110
wejha,Wejha,https://wejha.com/,Saudi Arabia,Android; Fire OS; Tizen; Windows,true,true,true,false,affordable,Business,8,
wilyer,Wilyer,https://wilyer.com/,India,Android; ChromeOS; Fire OS; Linux; Tizen; Windows; macOS; webOS,true,true,true,false,affordable,Pro,15,150
xibo,Xibo,https://xibosignage.com/,United Kingdom,Android; ChromeOS; Fire OS; Linux; Tizen; Windows; webOS,true,true,true,false,affordable,Self-Hosted,0,0
xibo,Xibo,https://xibosignage.com/,United Kingdom,Android; ChromeOS; Fire OS; Linux; Tizen; Windows; webOS,true,true,true,false,affordable,Cloud Professional,4.9,58.8
xogo,XOGO,https://www.xogo.io/,USA,Android; ChromeOS; Fire OS; Web Browser; Windows; iOS,false,true,true,true,midRange,Free,0,0
xogo,XOGO,https://www.xogo.io/,USA,Android; ChromeOS; Fire OS; Web Browser; Windows; iOS,false,true,true,true,midRange,Pro,20,180
yodeck,Yodeck,https://www.yodeck.com/,USA,Amazon Signage; Android; BrightSign; Fire OS; Linux; Raspberry Pi; Tizen; Web Browser; Windows; webOS,true,true,true,true,affordable,Single Screen Account,0,0
yodeck,Yodeck,https://www.yodeck.com/,USA,Amazon Signage; Android; BrightSign; Fire OS; Linux; Raspberry Pi; Tizen; Web Browser; Windows; webOS,true,true,true,true,affordable,Basic,8,
zeetaminds,Zeetaminds,https://zeetaminds.com/,India,Android; Fire OS; Windows; webOS,true,false,true,false,affordable,Business,10,100
zeroframe,Zeroframe,https://zeroframe.art/,USA,,true,true,true,false,affordable,Collector,9,
